code,property,needs_translation,default,translated
RS2_TEST,SHORT_NAME,f,Testhosp. RS2,
RS2_TEST_TEST,NAME,t,Testdepartment - Србија - југ,Testdepartment - Serbia - jug 
RS2_TEST_TEST,SHORT_NAME,f,Testdep. RS2,
SE1_TEST,NAME,t,Testhospital - Östra Sverige,Testhospital - East Sweden
SE1_TEST,SHORT_NAME,f,Testhosp. SE1,
SE1_TEST_TEST,NAME,t,Testdepartment - Östra Sverige,Testdepartment - East Sweden
SE1_TEST_TEST,SHORT_NAME,f,Testdep. SE1,
SE2_TEST,NAME,t,Testhospital - Södra Sverige,Testhospital - South Sweden
SE2_TEST,SHORT_NAME,f,Testhosp. SE2,
SE2_TEST_TEST,NAME,t,Testdepartment - Södra Sverige,Testdepartment - South Sweden
SE2_TEST_TEST,SHORT_NAME,f,Testdep. SE2,
SE3_TEST,NAME,t,Testhospital - Norra Sverige,Testhospital - North Sweden
SE3_TEST,SHORT_NAME,f,Testhosp. SE3,
SE3_TEST_TEST,NAME,t,Testdepartment - Norra Sverige,Testdepartment - North Sweden
SE3_TEST_TEST,SHORT_NAME,f,Testdep. SE3,
SI0_TEST,NAME,t,Testhospital - Slovenija,Testhospital - Slovenia
SI0_TEST,SHORT_NAME,f,Testhosp. SI0,
SI0_TEST_TEST,NAME,t,Testdepartment - Slovenija,Testdepartment - Slovenia
SI0_TEST_TEST,SHORT_NAME,f,Testdep. SI0,
SK0_TEST,NAME,t,Testhospital - Slovensko,Testhospital - Slovakia
SK0_TEST,SHORT_NAME,f,Testhosp. SK0,
SK0_TEST_TEST,NAME,t,Testdepartment - Slovensko,Testdepartment - Slovakia
SK0_TEST_TEST,SHORT_NAME,f,Testdep. SK0,
TR1_TEST,NAME,t,Testhospital - İstanbul,Testhospital - Istanbul Region
TR1_TEST,SHORT_NAME,f,Testhosp. TR1,
TR1_TEST_TEST,NAME,t,Testdepartment - İstanbul,Testdepartment - Istanbul Region
TR1_TEST_TEST,SHORT_NAME,f,Testdep. TR1,
TR2_TEST,NAME,t,Testhospital - Batı Marmara,Testhospital - West Marmara Region
TR2_TEST,SHORT_NAME,f,Testhosp. TR2,
TR2_TEST_TEST,NAME,t,Testdepartment - Batı Marmara,Testdepartment - West Marmara Region
TR2_TEST_TEST,SHORT_NAME,f,Testdep. TR2,
TR3_TEST,NAME,t,Testhospital - Ege,Testhospital - Aegean Region
TR3_TEST,SHORT_NAME,f,Testhosp. TR3,
TR3_TEST_TEST,NAME,t,Testdepartment - Ege,Testdepartment - Aegean Region
TR3_TEST_TEST,SHORT_NAME,f,Testdep. TR3,
TR4_TEST,NAME,t,Testhospital - Doğu Marmara,Testhospital - East Marmara Region
TR4_TEST,SHORT_NAME,f,Testhosp. TR4,
TR4_TEST_TEST,NAME,t,Testdepartment - Doğu Marmara,Testdepartment - East Marmara Region
TR4_TEST_TEST,SHORT_NAME,f,Testdep. TR4,
TR5_TEST,NAME,t,Testhospital - Batı Anadolu,Testhospital - West Anatolia Region
TR5_TEST,SHORT_NAME,f,Testhosp. TR5,
TR5_TEST_TEST,NAME,t,Testdepartment - Batı Anadolu,Testdepartment - West Anatolia Region
TR5_TEST_TEST,SHORT_NAME,f,Testdep. TR5,
TR6_TEST,NAME,t,Testhospital - Akdeniz,Testhospital - Mediterranean Region
TR6_TEST,SHORT_NAME,f,Testhosp. TR6,
TR6_TEST_TEST,NAME,t,Testdepartment - Akdeniz,Testdepartment - Mediterranean Region
TR6_TEST_TEST,SHORT_NAME,f,Testdep. TR6,
TR7_TEST,NAME,t,Testhospital - Orta Anadolu,Testhospital - Central Anatolia Region
TR7_TEST,SHORT_NAME,f,Testhosp. TR7,
TR7_TEST_TEST,NAME,t,Testdepartment - Orta Anadolu,Testdepartment - Central Anatolia Region
TR7_TEST_TEST,SHORT_NAME,f,Testdep. TR7,
TR8_TEST,NAME,t,Testhospital - Batı Karadeniz,Testhospital - West Black Sea Region
TR8_TEST,SHORT_NAME,f,Testhosp. TR8,
TR8_TEST_TEST,NAME,t,Testdepartment - Batı Karadeniz,Testdepartment - West Black Sea Region
TR8_TEST_TEST,SHORT_NAME,f,Testdep. TR8,
TR9_TEST,NAME,t,Testhospital - Doğu Karadeniz,Testhospital - East Black Sea Region
TR9_TEST,SHORT_NAME,f,Testhosp. TR9,
TR9_TEST_TEST,NAME,t,Testdepartment - Doğu Karadeniz,Testdepartment - East Black Sea Region
TR9_TEST_TEST,SHORT_NAME,f,Testdep. TR9,
TRA_TEST,NAME,t,Testhospital - Kuzeydoğu Anadolu,Testhospital - Northeast Anatolia Region
TRA_TEST,SHORT_NAME,f,Testhosp. TRA,
TRA_TEST_TEST,NAME,t,Testdepartment - Kuzeydoğu Anadolu,Testdepartment - Northeast Anatolia Region
TRA_TEST_TEST,SHORT_NAME,f,Testdep. TRA,
TRB_TEST,NAME,t,Testhospital - Ortadoğu Anadolu,Testhospital - Central East Anatolia Region
TRB_TEST,SHORT_NAME,f,Testhosp. TRB,
TRB_TEST_TEST,NAME,t,Testdepartment - Ortadoğu Anadolu,Testdepartment - Central East Anatolia Region
TRB_TEST_TEST,SHORT_NAME,f,Testdep. TRB,
TRC_TEST,NAME,t,Testhospital - Güneydoğu Anadolu,Testhospital - Southeast Anatolia Region
TRC_TEST,SHORT_NAME,f,Testhosp. TRC,
TRC_TEST_TEST,NAME,t,Testdepartment - Güneydoğu Anadolu,Testdepartment - Southeast Anatolia Region
TRC_TEST_TEST,SHORT_NAME,f,Testdep. TRC,
UKC_TEST,NAME,f,Testhospital - North East (England),
UKC_TEST,SHORT_NAME,f,Testhosp. UKC,
UKC_TEST_TEST,NAME,f,Testdepartment - North East (England),
UKC_TEST_TEST,SHORT_NAME,f,Testdep. UKC,
UKD_TEST,NAME,f,Testhospital - North West (England),
UKD_TEST,SHORT_NAME,f,Testhosp. UKD,
UKD_TEST_TEST,NAME,f,Testdepartment - North West (England),
UKD_TEST_TEST,SHORT_NAME,f,Testdep. UKD,
UKE_TEST,NAME,f,Testhospital - Yorkshire and the Humber,
UKE_TEST,SHORT_NAME,f,Testhosp. UKE,
UKE_TEST_TEST,NAME,f,Testdepartment - Yorkshire and the Humber,
UKE_TEST_TEST,SHORT_NAME,f,Testdep. UKE,
UKF_TEST,NAME,f,Testhospital - East Midlands (England),
UKF_TEST,SHORT_NAME,f,Testhosp. UKF,
UKF_TEST_TEST,NAME,f,Testdepartment - East Midlands (England),
UKF_TEST_TEST,SHORT_NAME,f,Testdep. UKF,
UKG_TEST,NAME,f,Testhospital - West Midlands (England),
UKG_TEST,SHORT_NAME,f,Testhosp. UKG,
UKG_TEST_TEST,NAME,f,Testdepartment - West Midlands (England),
UKG_TEST_TEST,SHORT_NAME,f,Testdep. UKG,
UKH_TEST,NAME,f,Testhospital - East of England,
UKH_TEST,SHORT_NAME,f,Testhosp. UKH,
UKH_TEST_TEST,NAME,f,Testdepartment - East of England,
UKH_TEST_TEST,SHORT_NAME,f,Testdep. UKH,
UKI_TEST,NAME,f,Testhospital - London,
UKI_TEST,SHORT_NAME,f,Testhosp. UKI,
UKI_TEST_TEST,NAME,f,Testdepartment - London,
UKI_TEST_TEST,SHORT_NAME,f,Testdep. UKI,
UKJ_TEST,NAME,f,Testhospital - South East (England),
UKJ_TEST,SHORT_NAME,f,Testhosp. UKJ,
UKJ_TEST_TEST,NAME,f,Testdepartment - South East (England),
UKJ_TEST_TEST,SHORT_NAME,f,Testdep. UKJ,
UKK_TEST,NAME,f,Testhospital - South West (England),
UKK_TEST,SHORT_NAME,f,Testhosp. UKK,
UKK_TEST_TEST,NAME,f,Testdepartment - South West (England),
UKK_TEST_TEST,SHORT_NAME,f,Testdep. UKK,
UKL_TEST,NAME,f,Testhospital - Wales,
UKL_TEST,SHORT_NAME,f,Testhosp. UKL,
UKL_TEST_TEST,NAME,f,Testdepartment - Wales,
UKL_TEST_TEST,SHORT_NAME,f,Testdep. UKL,
UKM_TEST,NAME,f,Testhospital - Scotland,
UKM_TEST,SHORT_NAME,f,Testhosp. UKM,
UKM_TEST_TEST,NAME,f,Testdepartment - Scotland,
UKM_TEST_TEST,SHORT_NAME,f,Testdep. UKM,
UKN_TEST,NAME,f,Testhospital - Northern Ireland,
UKN_TEST,SHORT_NAME,f,Testhosp. UKN,
UKN_TEST_TEST,NAME,f,Testdepartment - Northern Ireland,
UKN_TEST_TEST,SHORT_NAME,f,Testdep. UKN,
ZA_EC_TEST,NAME,f,Testhospital - Eastern Cape,
ZA_EC_TEST,SHORT_NAME,f,Testhosp. ZA_EC,
ZA_EC_TEST_TEST,NAME,f,Testdepartment - Eastern Cape,
ZA_EC_TEST_TEST,SHORT_NAME,f,Testdep. ZA_EC,
ZA_FS_TEST,NAME,f,Testhospital - Free State,
ZA_FS_TEST,SHORT_NAME,f,Testhosp. ZA_FS,
ZA_FS_TEST_TEST,NAME,f,Testdepartment - Free State,
ZA_FS_TEST_TEST,SHORT_NAME,f,Testdep. ZA_FS,
ZA_GP_TEST,NAME,f,Testhospital - Gauteng,
ZA_GP_TEST,SHORT_NAME,f,Testhosp. ZA_GP,
ZA_GP_TEST_TEST,NAME,f,Testdepartment - Gauteng,
ZA_GP_TEST_TEST,SHORT_NAME,f,Testdep. ZA_GP,
ZA_KZN_TEST,NAME,f,Testhospital - KwaZulu-Natal,
ZA_KZN_TEST,SHORT_NAME,f,Testhosp. ZA_KZN,
ZA_KZN_TEST_TEST,NAME,f,Testdepartment - KwaZulu-Natal,
ZA_KZN_TEST_TEST,SHORT_NAME,f,Testdep. ZA_KZN,
ZA_LP_TEST,NAME,f,Testhospital - Limpopo,
ZA_LP_TEST,SHORT_NAME,f,Testhosp. ZA_LP,
ZA_LP_TEST_TEST,NAME,f,Testdepartment - Limpopo,
ZA_LP_TEST_TEST,SHORT_NAME,f,Testdep. ZA_LP,
ZA_MP_TEST,NAME,f,Testhospital - Mpumalanga,
ZA_MP_TEST,SHORT_NAME,f,Testhosp. ZA_MP,
ZA_MP_TEST_TEST,NAME,f,Testdepartment - Mpumalanga,
ZA_MP_TEST_TEST,SHORT_NAME,f,Testdep. ZA_MP,
ZA_NC_TEST,NAME,f,Testhospital - Northern Cape,
ZA_NC_TEST,SHORT_NAME,f,Testhosp. ZA_NC,
ZA_NC_TEST_TEST,NAME,f,Testdepartment - Northern Cape,
ZA_NC_TEST_TEST,SHORT_NAME,f,Testdep. ZA_NC,
ZA_NW_TEST,NAME,f,Testhospital - North West,
ZA_NW_TEST,SHORT_NAME,f,Testhosp. ZA_NW,
ZA_NW_TEST_TEST,NAME,f,Testdepartment - North West,
ZA_NW_TEST_TEST,SHORT_NAME,f,Testdep. ZA_NW,
ZA_WC_TEST,NAME,f,Testhospital - Western Cape,
ZA_WC_TEST,SHORT_NAME,f,Testhosp. ZA_WC,
ZA_WC_TEST_TEST,NAME,f,Testdepartment - Western Cape,
ZA_WC_TEST_TEST,SHORT_NAME,f,Testdep. ZA_WC,
