code,property,needs_translation,default,translated
NO0_TEST,SHORT_NAME,t,Testhosp. NO0,Testkrh. NO0
NO0_TEST_TEST,NAME,t,Testdepartment - Norge,Testabteilung - Norwegen
NO0_TEST_TEST,SHORT_NAME,t,Testdep. NO0,Testabt. NO0
PL2_TEST,NAME,t,Testhospital - Makroregion południowy,Testkrankenhaus - Makroregion południowy
PL2_TEST,SHORT_NAME,t,Testhosp. PL2,Testkrh. PL2
PL2_TEST_TEST,NAME,t,Testdepartment - Makroregion południowy,Testabteilung - Makroregion południowy
PL2_TEST_TEST,SHORT_NAME,t,Testdep. PL2,Testabt. PL2
PL4_TEST,NAME,t,Testhospital - Makroregion północno-zachodni,Testkrankenhaus - Makroregion północno-zachodni
PL4_TEST,SHORT_NAME,t,Testhosp. PL4,Testkrh. PL4
PL4_TEST_TEST,NAME,t,Testdepartment - Makroregion północno-zachodni,Testabteilung - Makroregion północno-zachodni
PL4_TEST_TEST,SHORT_NAME,t,Testdep. PL4,Testabt. PL4
PL5_TEST,NAME,t,Testhospital - Makroregion południowo-zachodni,Testkrankenhaus - Makroregion południowo-zachodni
PL5_TEST,SHORT_NAME,t,Testhosp. PL5,Testkrh. PL5
PL5_TEST_TEST,NAME,t,Testdepartment - Makroregion południowo-zachodni,Testabteilung - Makroregion południowo-zachodni
PL5_TEST_TEST,SHORT_NAME,t,Testdep. PL5,Testabt. PL5
PL6_TEST,NAME,t,Testhospital - Makroregion północny,Testkrankenhaus - Makroregion północny
PL6_TEST,SHORT_NAME,t,Testhosp. PL6,Testkrh. PL6
PL6_TEST_TEST,NAME,t,Testdepartment - Makroregion północny,Testabteilung - Makroregion północny
PL6_TEST_TEST,SHORT_NAME,t,Testdep. PL6,Testabt. PL6
PL7_TEST,NAME,t,Testhospital - Makroregion centralny,Testkrankenhaus - Makroregion centralny
PL7_TEST,SHORT_NAME,t,Testhosp. PL7,Testkrh. PL7
PL7_TEST_TEST,NAME,t,Testdepartment - Makroregion centralny,Testabteilung - Makroregion centralny
PL7_TEST_TEST,SHORT_NAME,t,Testdep. PL7,Testabt. PL7
PL8_TEST,NAME,t,Testhospital - Makroregion wschodni,Testkrankenhaus - Makroregion wschodni
PL8_TEST,SHORT_NAME,t,Testhosp. PL8,Testkrh. PL8
PL8_TEST_TEST,NAME,t,Testdepartment - Makroregion wschodni,Testabteilung - Makroregion wschodni
PL8_TEST_TEST,SHORT_NAME,t,Testdep. PL8,Testabt. PL8
PL9_TEST,NAME,t,Testhospital - Makroregion województwo mazowieckie,Testkrankenhaus - Makroregion województwo mazowieckie
PL9_TEST,SHORT_NAME,t,Testhosp. PL9,Testkrh. PL9
PL9_TEST_TEST,NAME,t,Testdepartment - Makroregion województwo mazowieckie,Testabteilung - Makroregion województwo mazowieckie
PL9_TEST_TEST,SHORT_NAME,t,Testdep. PL9,Testabt. PL9
PT1_TEST,NAME,t,Testhospital - Continente,Testkrankenhaus - Kontinentalportugal
PT1_TEST,SHORT_NAME,t,Testhosp. PT1,Testkrh. PT1
PT1_TEST_TEST,NAME,t,Testdepartment - Continente,Testabteilung - Kontinentalportugal
PT1_TEST_TEST,SHORT_NAME,t,Testdep. PT1,Testabt. PT1
PT2_TEST,NAME,t,Testhospital - Região Autónoma dos Açores,Testkrankenhaus - Azoren
PT2_TEST,SHORT_NAME,t,Testhosp. PT2,Testkrh. PT2
PT2_TEST_TEST,NAME,t,Testdepartment - Região Autónoma dos Açores,Testabteilung - Azoren
PT2_TEST_TEST,SHORT_NAME,t,Testdep. PT2,Testabt. PT2
PT3_TEST,NAME,t,Testhospital - Região Autónoma da Madeira,Testkrankenhaus - Madeira
PT3_TEST,SHORT_NAME,t,Testhosp. PT3,Testkrh. PT3
PT3_TEST_TEST,NAME,t,Testdepartment - Região Autónoma da Madeira,Testabteilung - Madeira
PT3_TEST_TEST,SHORT_NAME,t,Testdep. PT3,Testabt. PT3
RO1_TEST,NAME,t,Testhospital - Macroregiunea Unu,Testkrankenhaus - Makroregion Eins
RO1_TEST,SHORT_NAME,t,Testhosp. RO1,Testkrh. RO1
RO1_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Unu,Testabteilung - Makroregion Eins
RO1_TEST_TEST,SHORT_NAME,t,Testdep. RO1,Testabt. RO1
RO2_TEST,NAME,t,Testhospital - Macroregiunea Doi,Testkrankenhaus - Makroregion Zwei
RO2_TEST,SHORT_NAME,t,Testhosp. RO2,Testkrh. RO2
RO2_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Doi,Testabteilung - Makroregion Zwei
RO2_TEST_TEST,SHORT_NAME,t,Testdep. RO2,Testabt. RO2
RO3_TEST,NAME,t,Testhospital - Macroregiunea Trei,Testkrankenhaus - Makroregion Drei
RO3_TEST,SHORT_NAME,t,Testhosp. RO3,Testkrh. RO3
RO3_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Trei,Testabteilung - Makroregion Drei
RO3_TEST_TEST,SHORT_NAME,t,Testdep. RO3,Testabt. RO3
RO4_TEST,NAME,t,Testhospital - Macroregiunea Patru,Testkrankenhaus - Makroregion Vier
RO4_TEST,SHORT_NAME,t,Testhosp. RO4,Testkrh. RO4
RO4_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Patru,Testabteilung - Makroregion Vier
RO4_TEST_TEST,SHORT_NAME,t,Testdep. RO4,Testabt. RO4
RS1_TEST,NAME,t,Testhospital - Србија - север,Testkrankenhaus - Serbien - Norden
RS1_TEST,SHORT_NAME,t,Testhosp. RS1,Testkrh. RS1
RS1_TEST_TEST,NAME,t,Testdepartment - Србија - север,Testabteilung - Serbien - Norden
RS1_TEST_TEST,SHORT_NAME,t,Testdep. RS1,Testabt. RS1
RS2_TEST,NAME,t,Testhospital - Србија - југ,Testkrankenhaus - Serbien - Süden
RS2_TEST,SHORT_NAME,t,Testhosp. RS2,Testkrh. RS2
RS2_TEST_TEST,NAME,t,Testdepartment - Србија - југ,Testabteilung - Serbien - Süden
RS2_TEST_TEST,SHORT_NAME,t,Testdep. RS2,Testabt. RS2
SE1_TEST,NAME,t,Testhospital - Östra Sverige,Testkrankenhaus - Östliches Schweden
SE1_TEST,SHORT_NAME,t,Testhosp. SE1,Testkrh. SE1
SE1_TEST_TEST,NAME,t,Testdepartment - Östra Sverige,Testabteilung - Östliches Schweden
SE1_TEST_TEST,SHORT_NAME,t,Testdep. SE1,Testabt. SE1
SE2_TEST,NAME,t,Testhospital - Södra Sverige,Testkrankenhaus - Südliches Schweden
SE2_TEST,SHORT_NAME,t,Testhosp. SE2,Testkrh. SE2
SE2_TEST_TEST,NAME,t,Testdepartment - Södra Sverige,Testabteilung - Südliches Schweden
SE2_TEST_TEST,SHORT_NAME,t,Testdep. SE2,Testabt. SE2
SE3_TEST,NAME,t,Testhospital - Norra Sverige,Testkrankenhaus - Nördliches Schweden
SE3_TEST,SHORT_NAME,t,Testhosp. SE3,Testkrh. SE3
SE3_TEST_TEST,NAME,t,Testdepartment - Norra Sverige,Testabteilung - Nördliches Schweden
SE3_TEST_TEST,SHORT_NAME,t,Testdep. SE3,Testabt. SE3
SI0_TEST,NAME,t,Testhospital - Slovenija,Testkrankenhaus - Slowenien
SI0_TEST,SHORT_NAME,t,Testhosp. SI0,Testkrh. SI0
SI0_TEST_TEST,NAME,t,Testdepartment - Slovenija,Testabteilung - Slowenien
SI0_TEST_TEST,SHORT_NAME,t,Testdep. SI0,Testabt. SI0
SK0_TEST,NAME,t,Testhospital - Slovensko,Testkrankenhaus - Slowakei
SK0_TEST,SHORT_NAME,t,Testhosp. SK0,Testkrh. SK0
SK0_TEST_TEST,NAME,t,Testdepartment - Slovensko,Testabteilung - Slowakei
SK0_TEST_TEST,SHORT_NAME,t,Testdep. SK0,Testabt. SK0
TR1_TEST,NAME,t,Testhospital - İstanbul,Testkrankenhaus - Istanbul
TR1_TEST,SHORT_NAME,t,Testhosp. TR1,Testkrh. TR1
TR1_TEST_TEST,NAME,t,Testdepartment - İstanbul,Testabteilung - Istanbul
TR1_TEST_TEST,SHORT_NAME,t,Testdep. TR1,Testabt. TR1
TR2_TEST,NAME,t,Testhospital - Batı Marmara,Testkrankenhaus - West-Marmara
TR2_TEST,SHORT_NAME,t,Testhosp. TR2,Testkrh. TR2
TR2_TEST_TEST,NAME,t,Testdepartment - Batı Marmara,Testabteilung - West-Marmara
TR2_TEST_TEST,SHORT_NAME,t,Testdep. TR2,Testabt. TR2
TR3_TEST,NAME,t,Testhospital - Ege,Testkrankenhaus - Ägäis
TR3_TEST,SHORT_NAME,t,Testhosp. TR3,Testkrh. TR3
TR3_TEST_TEST,NAME,t,Testdepartment - Ege,Testabteilung - Ägäis
TR3_TEST_TEST,SHORT_NAME,t,Testdep. TR3,Testabt. TR3
TR4_TEST,NAME,t,Testhospital - Doğu Marmara,Testkrankenhaus - Ost-Marmara
TR4_TEST,SHORT_NAME,t,Testhosp. TR4,Testkrh. TR4
TR4_TEST_TEST,NAME,t,Testdepartment - Doğu Marmara,Testabteilung - Ost-Marmara
TR4_TEST_TEST,SHORT_NAME,t,Testdep. TR4,Testabt. TR4
TR5_TEST,NAME,t,Testhospital - Batı Anadolu,Testkrankenhaus - West-Anatolien
TR5_TEST,SHORT_NAME,t,Testhosp. TR5,Testkrh. TR5
TR5_TEST_TEST,NAME,t,Testdepartment - Batı Anadolu,Testabteilung - West-Anatolien
TR5_TEST_TEST,SHORT_NAME,t,Testdep. TR5,Testabt. TR5
TR6_TEST,NAME,t,Testhospital - Akdeniz,Testkrankenhaus - Mittelmeer
TR6_TEST,SHORT_NAME,t,Testhosp. TR6,Testkrh. TR6
TR6_TEST_TEST,NAME,t,Testdepartment - Akdeniz,Testabteilung - Mittelmeer
TR6_TEST_TEST,SHORT_NAME,t,Testdep. TR6,Testabt. TR6
TR7_TEST,NAME,t,Testhospital - Orta Anadolu,Testkrankenhaus - Zentral-Anatolien
TR7_TEST,SHORT_NAME,t,Testhosp. TR7,Testkrh. TR7
TR7_TEST_TEST,NAME,t,Testdepartment - Orta Anadolu,Testabteilung - Zentral-Anatolien
TR7_TEST_TEST,SHORT_NAME,t,Testdep. TR7,Testabt. TR7
TR8_TEST,NAME,t,Testhospital - Batı Karadeniz,Testkrankenhaus - West-Schwarzmeer
TR8_TEST,SHORT_NAME,t,Testhosp. TR8,Testkrh. TR8
TR8_TEST_TEST,NAME,t,Testdepartment - Batı Karadeniz,Testabteilung - West-Schwarzmeer
TR8_TEST_TEST,SHORT_NAME,t,Testdep. TR8,Testabt. TR8
TR9_TEST,NAME,t,Testhospital - Doğu Karadeniz,Testkrankenhaus - Ost-Schwarzmeer
TR9_TEST,SHORT_NAME,t,Testhosp. TR9,Testkrh. TR9
TR9_TEST_TEST,NAME,t,Testdepartment - Doğu Karadeniz,Testabteilung - Ost-Schwarzmeer
TR9_TEST_TEST,SHORT_NAME,t,Testdep. TR9,Testabt. TR9
TRA_TEST,NAME,t,Testhospital - Kuzeydoğu Anadolu,Testkrankenhaus - Nordost-Anatolien
TRA_TEST,SHORT_NAME,t,Testhosp. TRA,Testkrh. TRA
TRA_TEST_TEST,NAME,t,Testdepartment - Kuzeydoğu Anadolu,Testabteilung - Nordost-Anatolien
TRA_TEST_TEST,SHORT_NAME,t,Testdep. TRA,Testabt. TRA
TRB_TEST,NAME,t,Testhospital - Ortadoğu Anadolu,Testkrankenhaus - Zentral-Ostanatolien
TRB_TEST,SHORT_NAME,t,Testhosp. TRB,Testkrh. TRB
TRB_TEST_TEST,NAME,t,Testdepartment - Ortadoğu Anadolu,Testabteilung - Zentral-Ostanatolien
TRB_TEST_TEST,SHORT_NAME,t,Testdep. TRB,Testabt. TRB
TRC_TEST,NAME,t,Testhospital - Güneydoğu Anadolu,Testkrankenhaus - Südost-Anatolien
TRC_TEST,SHORT_NAME,t,Testhosp. TRC,Testkrh. TRC
TRC_TEST_TEST,NAME,t,Testdepartment - Güneydoğu Anadolu,Testabteilung - Südost-Anatolien
TRC_TEST_TEST,SHORT_NAME,t,Testdep. TRC,Testabt. TRC
UKC_TEST,NAME,t,Testhospital - North East (England),Testkrankenhaus - Nordostengland
UKC_TEST,SHORT_NAME,t,Testhosp. UKC,Testkrh. UKC
UKC_TEST_TEST,NAME,t,Testdepartment - North East (England),Testabteilung - Nordostengland
UKC_TEST_TEST,SHORT_NAME,t,Testdep. UKC,Testabt. UKC
UKD_TEST,NAME,t,Testhospital - North West (England),Testkrankenhaus - Nordwestengland
UKD_TEST,SHORT_NAME,t,Testhosp. UKD,Testkrh. UKD
UKD_TEST_TEST,NAME,t,Testdepartment - North West (England),Testabteilung - Nordwestengland
UKD_TEST_TEST,SHORT_NAME,t,Testdep. UKD,Testabt. UKD
UKE_TEST,NAME,t,Testhospital - Yorkshire and the Humber,Testkrankenhaus - Yorkshire and the Humber
UKE_TEST,SHORT_NAME,t,Testhosp. UKE,Testkrh. UKE
UKE_TEST_TEST,NAME,t,Testdepartment - Yorkshire and the Humber,Testabteilung - Yorkshire and the Humber
UKE_TEST_TEST,SHORT_NAME,t,Testdep. UKE,Testabt. UKE
UKF_TEST,NAME,t,Testhospital - East Midlands (England),Testkrankenhaus - Ost-Midlands
UKF_TEST,SHORT_NAME,t,Testhosp. UKF,Testkrh. UKF
UKF_TEST_TEST,NAME,t,Testdepartment - East Midlands (England),Testabteilung - Ost-Midlands
UKF_TEST_TEST,SHORT_NAME,t,Testdep. UKF,Testabt. UKF
UKG_TEST,NAME,t,Testhospital - West Midlands (England),Testkrankenhaus - West-Midlands
UKG_TEST,SHORT_NAME,t,Testhosp. UKG,Testkrh. UKG
UKG_TEST_TEST,NAME,t,Testdepartment - West Midlands (England),Testabteilung - West-Midlands
UKG_TEST_TEST,SHORT_NAME,t,Testdep. UKG,Testabt. UKG
UKH_TEST,NAME,t,Testhospital - East of England,Testkrankenhaus - Ostengland
UKH_TEST,SHORT_NAME,t,Testhosp. UKH,Testkrh. UKH
UKH_TEST_TEST,NAME,t,Testdepartment - East of England,Testabteilung - Ostengland
UKH_TEST_TEST,SHORT_NAME,t,Testdep. UKH,Testabt. UKH
UKI_TEST,NAME,t,Testhospital - London,Testkrankenhaus - London
UKI_TEST,SHORT_NAME,t,Testhosp. UKI,Testkrh. UKI
UKI_TEST_TEST,NAME,t,Testdepartment - London,Testabteilung - London
UKI_TEST_TEST,SHORT_NAME,t,Testdep. UKI,Testabt. UKI
UKJ_TEST,NAME,t,Testhospital - South East (England),Testkrankenhaus - Südostengland
UKJ_TEST,SHORT_NAME,t,Testhosp. UKJ,Testkrh. UKJ
UKJ_TEST_TEST,NAME,t,Testdepartment - South East (England),Testabteilung - Südostengland
UKJ_TEST_TEST,SHORT_NAME,t,Testdep. UKJ,Testabt. UKJ
UKK_TEST,NAME,t,Testhospital - South West (England),Testkrankenhaus - Südwestengland
UKK_TEST,SHORT_NAME,t,Testhosp. UKK,Testkrh. UKK
UKK_TEST_TEST,NAME,t,Testdepartment - South West (England),Testabteilung - Südwestengland
UKK_TEST_TEST,SHORT_NAME,t,Testdep. UKK,Testabt. UKK
UKL_TEST,NAME,t,Testhospital - Wales,Testkrankenhaus - Wales
UKL_TEST,SHORT_NAME,t,Testhosp. UKL,Testkrh. UKL
UKL_TEST_TEST,NAME,t,Testdepartment - Wales,Testabteilung - Wales
UKL_TEST_TEST,SHORT_NAME,t,Testdep. UKL,Testabt. UKL
UKM_TEST,NAME,t,Testhospital - Scotland,Testkrankenhaus - Schottland
UKM_TEST,SHORT_NAME,t,Testhosp. UKM,Testkrh. UKM
UKM_TEST_TEST,NAME,t,Testdepartment - Scotland,Testabteilung - Schottland
UKM_TEST_TEST,SHORT_NAME,t,Testdep. UKM,Testabt. UKM
UKN_TEST,NAME,t,Testhospital - Northern Ireland,Testkrankenhaus - Nordirland
UKN_TEST,SHORT_NAME,t,Testhosp. UKN,Testkrh. UKN
UKN_TEST_TEST,NAME,t,Testdepartment - Northern Ireland,Testabteilung - Nordirland
UKN_TEST_TEST,SHORT_NAME,t,Testdep. UKN,Testabt. UKN
ZA_EC_TEST,NAME,t,Testhospital - Eastern Cape,Testkrankenhaus - Ostkap
ZA_EC_TEST,SHORT_NAME,t,Testhosp. ZA_EC,Testkrh. ZA_EC
ZA_EC_TEST_TEST,NAME,t,Testdepartment - Eastern Cape,Testabteilung - Ostkap
ZA_EC_TEST_TEST,SHORT_NAME,t,Testdep. ZA_EC,Testabt. ZA_EC
ZA_FS_TEST,NAME,t,Testhospital - Free State,Testkrankenhaus - Freistaat
ZA_FS_TEST,SHORT_NAME,t,Testhosp. ZA_FS,Testkrh. ZA_FS
ZA_FS_TEST_TEST,NAME,t,Testdepartment - Free State,Testabteilung - Freistaat
ZA_FS_TEST_TEST,SHORT_NAME,t,Testdep. ZA_FS,Testabt. ZA_FS
ZA_GP_TEST,NAME,t,Testhospital - Gauteng,Testkrankenhaus - Gauteng
ZA_GP_TEST,SHORT_NAME,t,Testhosp. ZA_GP,Testkrh. ZA_GP
ZA_GP_TEST_TEST,NAME,t,Testdepartment - Gauteng,Testabteilung - Gauteng
ZA_GP_TEST_TEST,SHORT_NAME,t,Testdep. ZA_GP,Testabt. ZA_GP
ZA_KZN_TEST,NAME,t,Testhospital - KwaZulu-Natal,Testkrankenhaus - KwaZulu-Natal
ZA_KZN_TEST,SHORT_NAME,t,Testhosp. ZA_KZN,Testkrh. ZA_KZN
ZA_KZN_TEST_TEST,NAME,t,Testdepartment - KwaZulu-Natal,Testabteilung - KwaZulu-Natal
ZA_KZN_TEST_TEST,SHORT_NAME,t,Testdep. ZA_KZN,Testabt. ZA_KZN
ZA_LP_TEST,NAME,t,Testhospital - Limpopo,Testkrankenhaus - Limpopo
ZA_LP_TEST,SHORT_NAME,t,Testhosp. ZA_LP,Testkrh. ZA_LP
ZA_LP_TEST_TEST,NAME,t,Testdepartment - Limpopo,Testabteilung - Limpopo
ZA_LP_TEST_TEST,SHORT_NAME,t,Testdep. ZA_LP,Testabt. ZA_LP
ZA_MP_TEST,NAME,t,Testhospital - Mpumalanga,Testkrankenhaus - Mpumalanga
ZA_MP_TEST,SHORT_NAME,t,Testhosp. ZA_MP,Testkrh. ZA_MP
ZA_MP_TEST_TEST,NAME,t,Testdepartment - Mpumalanga,Testabteilung - Mpumalanga
ZA_MP_TEST_TEST,SHORT_NAME,t,Testdep. ZA_MP,Testabt. ZA_MP
ZA_NC_TEST,NAME,t,Testhospital - Northern Cape,Testkrankenhaus - Nordkap
ZA_NC_TEST,SHORT_NAME,t,Testhosp. ZA_NC,Testkrh. ZA_NC
ZA_NC_TEST_TEST,NAME,t,Testdepartment - Northern Cape,Testabteilung - Nordkap
ZA_NC_TEST_TEST,SHORT_NAME,t,Testdep. ZA_NC,Testabt. ZA_NC
ZA_NW_TEST,NAME,t,Testhospital - North West,Testkrankenhaus - Nordwest
ZA_NW_TEST,SHORT_NAME,t,Testhosp. ZA_NW,Testkrh. ZA_NW
ZA_NW_TEST_TEST,NAME,t,Testdepartment - North West,Testabteilung - Nordwest
ZA_NW_TEST_TEST,SHORT_NAME,t,Testdep. ZA_NW,Testabt. ZA_NW
ZA_WC_TEST,NAME,t,Testhospital - Western Cape,Testkrankenhaus - Westkap
ZA_WC_TEST,SHORT_NAME,t,Testhosp. ZA_WC,Testkrh. ZA_WC
ZA_WC_TEST_TEST,NAME,t,Testdepartment - Western Cape,Testabteilung - Westkap
ZA_WC_TEST_TEST,SHORT_NAME,t,Testdep. ZA_WC,Testabt. ZA_WC
