id,property,needs_translation,default,translated
2413,SYNONYM,u,Ochrobactrum intermedium,
1853,SYNONYM,u,Ochroconis gallopava,
2398,SYNONYM,u,Paecilomyces javanicus,
1290,SYNONYM,u,Paecilomyces lilacinus,
1268,SYNONYM,u,Paecilomyces marquandii,
1376,SYNONYM,u,Paenibacillus gordonae,
533,SYNONYM,u,Pantoea ananas,
2727,SYNONYM,u,Pantoea calida,
1931,SYNONYM,u,Pasteurella haemolytica,
2079,SYNONYM,u,Pasteurella pneumotropica,
645,SYNONYM,u,Pasteurella ureae,
2097,SYNONYM,u,Pediococcus urinaeequi,
643,SYNONYM,u,Pedobacter piscium,
2550,SYNONYM,u,Penicillium lilacinum,
1516,SYNONYM,u,Penicillium marneffei,
2584,SYNONYM,u,Penicillium patulum,
2376,SYNONYM,u,Penicillium puberulum,
1794,SYNONYM,u,Penicillium rubrum,
547,SYNONYM,u,Penicillium verruculosum,
2080,SYNONYM,u,Peptococcus asaccharolyticus,
784,SYNONYM,u,Peptococcus saccharolyticus,
2143,SYNONYM,u,Peptostreptococcus asaccharolyticus,
2487,SYNONYM,u,Peptostreptococcus hydrogenalis,
2431,SYNONYM,u,Peptostreptococcus lactolyticus,
1317,SYNONYM,u,Peptostreptococcus magnus,
1745,SYNONYM,u,Peptostreptococcus micros,
1053,SYNONYM,u,Peptostreptococcus octavius,
2401,SYNONYM,u,Peptostreptococcus parvulus,
306,SYNONYM,u,Peptostreptococcus prevotii,
2533,SYNONYM,u,Peptostreptococcus productus,
774,SYNONYM,u,Peptostreptococcus tetradius,
826,SYNONYM,u,Peptostreptococcus vaginalis,
1602,SYNONYM,u,Petriellidium boydii,
1503,SYNONYM,u,Phaeoannellomyces werneckii,
2373,SYNONYM,u,Phaeococcomyces exophialae,
1648,SYNONYM,u,Phialemonium curvatum,
71,SYNONYM,u,Phialophora compacta,
580,SYNONYM,u,Phialophora dermatitidis,
797,SYNONYM,u,Phialophora gougerotii,
1309,SYNONYM,u,Phialophora hoffmannii,
762,SYNONYM,u,Phialophora jeanselmei,
1576,SYNONYM,u,Phialophora pedrosoi,
2331,SYNONYM,u,Phialophora richardsiae,
633,SYNONYM,u,Phialophora spinifera,
847,SYNONYM,u,Pichia angusta,
587,SYNONYM,u,Pichia anomala,
1837,SYNONYM,u,Pichia fabianii,
456,SYNONYM,u,Pichia farinosa,
997,SYNONYM,u,Pichia guilliermondii,
1410,SYNONYM,u,Pichia ohmeri,
1475,SYNONYM,u,Pichia polymorpha,
1803,SYNONYM,u,Pityrosporum canis,
1634,SYNONYM,u,Pityrosporum furfur,
2002,SYNONYM,u,Pityrosporum ovale,
235,SYNONYM,u,Pityrosporum pachydermatis,
2215,SYNONYM,u,Pleurostomophora,
1189,SYNONYM,u,Pleurostomophora richardsiae,
561,SYNONYM,u,Porphyromonas cansulci,
2402,SYNONYM,u,Porphyromonas salivosa,
1272,SYNONYM,u,Prevotella heparinolytica,
213,SYNONYM,u,Prevotella oulora,
526,SYNONYM,u,Prevotella tannerae,
1421,SYNONYM,u,Prevotella zoogleoformans,
2068,SYNONYM,u,Propionibacterium acidipropionici,
2348,SYNONYM,u,Propionibacterium acnes,
757,SYNONYM,u,Propionibacterium avidum,
956,SYNONYM,u,Propionibacterium granulosum,
542,SYNONYM,u,Propionibacterium innocuum,
2497,SYNONYM,u,Propionibacterium jensenii,
586,SYNONYM,u,Propionibacterium lymphophilum,
966,SYNONYM,u,Propionibacterium microaerophilum,
2062,SYNONYM,u,Propionibacterium propionicum,
2198,SYNONYM,u,Propionibacterium thoenii,
2008,SYNONYM,u,Proteus myxofaciens,
747,SYNONYM,u,Proteus rettgeri,
2209,SYNONYM,u,Prototheca filamenta,
2112,SYNONYM,u,Providencia friedericiana,
1604,SYNONYM,u,Pseudomonas acidovorans,
1387,SYNONYM,u,Pseudomonas antimicrobica,
1002,SYNONYM,u,Pseudomonas betle,
1485,SYNONYM,u,Pseudomonas cepacia,
2394,SYNONYM,u,Pseudomonas chloritidismutans,
1856,SYNONYM,u,Pseudomonas cocovenenans,
2043,SYNONYM,u,Pseudomonas delafieldii,
1243,SYNONYM,u,Pseudomonas diminuta,
1862,SYNONYM,u,Pseudomonas facilis,
68,SYNONYM,u,Pseudomonas gladioli,
2406,SYNONYM,u,Pseudomonas luteola,
1099,SYNONYM,u,Pseudomonas mallei,
2033,SYNONYM,u,Pseudomonas maltophilia,
2837,SYNONYM,u,Pseudomonas nosocomialis,
2142,SYNONYM,u,Pseudomonas paucimobilis,
1088,SYNONYM,u,Pseudomonas perfectomarina,
1691,SYNONYM,u,Pseudomonas pertucinogena,
63,SYNONYM,u,Pseudomonas pickettii,
2065,SYNONYM,u,Pseudomonas pseudoalcaligenes,
1160,SYNONYM,u,Pseudomonas pseudomallei,
2237,SYNONYM,u,Pseudomonas pyrrocinia,
2486,SYNONYM,u,Pseudomonas testosteroni,
1029,SYNONYM,u,Pseudomonas vesicularis,
2703,SYNONYM,u,Pseudozyma aphidis,
977,SYNONYM,u,Pullularia,
46,SYNONYM,u,Pullularia pullulans,
349,SYNONYM,u,Pyrenochaeta romeroi,
2404,SYNONYM,u,Rabies virus,
1969,SYNONYM,u,Ralstonia gilardii,
85,SYNONYM,u,Ralstonia respiraculi,
298,SYNONYM,u,Ramichloridium cerophilum,
244,SYNONYM,u,Rhinocladiella pedrosoi,
1394,SYNONYM,u,Rhinocladiella spinifera,
1028,SYNONYM,u,Rhizobium radiobacter,
1083,SYNONYM,u,Rhizobium rubi,
407,SYNONYM,u,Rhizobium vitis,
1018,SYNONYM,u,Rhizopus nigricans,
517,SYNONYM,u,Rhizopus oryzae,
216,SYNONYM,u,Rhodococcus aurantiacus,
122,SYNONYM,u,Rhodococcus bronchialis,
1050,SYNONYM,u,Rhodococcus chlorophenolicus,
1279,SYNONYM,u,Rhodococcus luteus,
2412,SYNONYM,u,Rhodococcus roseus,
924,SYNONYM,u,Rhodococcus rubropertinctus,
1184,SYNONYM,u,Rhodococcus terrae,
113,SYNONYM,u,Rhodotorula minuta,
1866,SYNONYM,u,Rhodotorula mucilaginosa,
695,SYNONYM,u,Rhodotorula pilimanae,
313,SYNONYM,u,Rickettsia tsutsugamushi,
1178,SYNONYM,u,Riemerella anatipestifer,
2021,SYNONYM,u,Rift Valley fever virus,
712,SYNONYM,u,Rochalimaea elizabethae,
1365,SYNONYM,u,Rochalimaea henselae,
2094,SYNONYM,u,Rochalimaea quintana,
413,SYNONYM,u,Rochalimaea vinsonii,
223,SYNONYM,u,Rubella virus,
883,SYNONYM,u,Ruminococcus hansenii,
1087,SYNONYM,u,Ruminococcus productus,
2608,SYNONYM,u,SARS-CoV-2,
2741,SYNONYM,u,Salmonella Bareilly,
2739,SYNONYM,u,Salmonella Infantis,
2743,SYNONYM,u,Salmonella Isangi,
2745,SYNONYM,u,Salmonella Kottbus,
2747,SYNONYM,u,Salmonella Livingstone,
2749,SYNONYM,u,Salmonella Montevideo,
2751,SYNONYM,u,Salmonella Newport,
2753,SYNONYM,u,Salmonella Ohio,
2755,SYNONYM,u,Salmonella Senftenberg,
2757,SYNONYM,u,Salmonella Tennessee,
2765,SYNONYM,u,Salmonella Typhi,
2767,SYNONYM,u,Salmonella Typhimurium,
2759,SYNONYM,u,Salmonella Urbana,
2761,SYNONYM,u,Salmonella Virchow,
2763,SYNONYM,u,Salmonella Worthington,
2735,SYNONYM,u,Salmonella choleraesuis,
2737,SYNONYM,u,Salmonella enteritidis,
1935,SYNONYM,u,Sarcinosporon,
2540,SYNONYM,u,Sarcinosporon inkin,
1506,SYNONYM,u,Scedosporium inflatum,
2254,SYNONYM,u,Schwanniomyces,
691,SYNONYM,u,Scolecobasidium constrictum,
952,SYNONYM,u,Scolecobasidium humicola,
2092,SYNONYM,u,Scopulariopsis acremonium,
463,SYNONYM,u,Scopulariopsis brumptii,
49,SYNONYM,u,Scytalidium dimidiatum,
1888,SYNONYM,u,Scytalidium hyalinum,
534,SYNONYM,u,Serpulina,
1847,SYNONYM,u,Serpulina pilosicoli,
1186,SYNONYM,u,Serratia marinorubra,
1979,SYNONYM,u,Simian virus 40,
76,SYNONYM,u,Simonsiella crassa,
65,SYNONYM,u,Sphingobacterium heparinum,
2088,SYNONYM,u,Sphingobacterium mizutae,
1266,SYNONYM,u,Sphingobacterium piscium,
2204,SYNONYM,u,Sporothrix cyanescens,
1105,SYNONYM,u,Sporotrichum beurmannii,
856,SYNONYM,u,Sporotrichum schenckii,
2687,SYNONYM,u,St. Louis encephalitis virus,
2006,SYNONYM,u,Staphylococcus carnosus utilis,
2556,SYNONYM,u,Staphylococcus caseolyticus,
546,SYNONYM,u,Staphylococcus cohnii cohnii,
2125,SYNONYM,u,Staphylococcus cohnii urealyticus,
2365,SYNONYM,u,Staphylococcus fleurettii,
188,SYNONYM,u,Staphylococcus hyicus chromogenes,
1615,SYNONYM,u,Staphylococcus hyicus hyicus,
964,SYNONYM,u,Staphylococcus lentus,
2532,SYNONYM,u,Staphylococcus pulvereri,
16,SYNONYM,u,Staphylococcus saprophyticus bovis,
1015,SYNONYM,u,Staphylococcus schleiferi coagulans,
1748,SYNONYM,u,Staphylococcus schleiferi schleiferi,
1158,SYNONYM,u,Staphylococcus sciuri,
2232,SYNONYM,u,Staphylococcus sciuri carnaticus,
2407,SYNONYM,u,Staphylococcus sciuri lentus,
260,SYNONYM,u,Staphylococcus sciuri rodentium,
1216,SYNONYM,u,Staphylococcus succinus casei,
1282,SYNONYM,u,Staphylococcus succinus succinus,
595,SYNONYM,u,Staphylococcus vitulinus,
942,SYNONYM,u,Stenotrophomonas,
681,SYNONYM,u,Stenotrophomonas maltophilia,
2259,SYNONYM,u,Stephanoascus ciferrii,
2171,SYNONYM,u,Stomatococcus mucilaginosus,
1325,SYNONYM,u,Streptococcus adjacens,
2783,SYNONYM,u,Streptococcus bovis,
2256,SYNONYM,u,Streptococcus caprinus,
1401,SYNONYM,u,Streptococcus cecorum,
649,SYNONYM,u,Streptococcus defectivus,
2131,SYNONYM,u,Streptococcus dentisani,
2027,SYNONYM,u,Streptococcus durans,
878,SYNONYM,u,Streptococcus faecalis,
2362,SYNONYM,u,Streptococcus faecium,
2410,SYNONYM,u,Streptococcus gallinarum,
1240,SYNONYM,u,Streptococcus hansenii,
1537,SYNONYM,u,Streptococcus intestinalis,
379,SYNONYM,u,Streptococcus lactis,
2800,SYNONYM,u,Streptococcus milleri group,
1926,SYNONYM,u,Streptococcus morbillorum,
501,SYNONYM,u,Streptococcus oligofermentans,
26,SYNONYM,u,Streptococcus parvulus,
1894,SYNONYM,u,Streptococcus pasteurianus,
1453,SYNONYM,u,Streptococcus saccharolyticus,
2792,SYNONYM,u,Streptococcus sanguis,
650,SYNONYM,u,Streptococcus shiloi,
2175,SYNONYM,u,Streptococcus thermophilus,
2038,SYNONYM,u,Streptococcus tigurinus,
950,SYNONYM,u,Streptomyces caviscabies,
383,SYNONYM,u,Streptomyces erumpens,
255,SYNONYM,u,Streptomyces roseosporus,
329,SYNONYM,u,Streptomyces setonii,
1879,SYNONYM,u,Tatlockia micdadei,
605,SYNONYM,u,Torula dimidiata,
2593,SYNONYM,u,Torula lipolytica,
737,SYNONYM,u,Torula utilis,
425,SYNONYM,u,Torulopsis aggregata,
558,SYNONYM,u,Torulopsis haemulonii,
2086,SYNONYM,u,Torulopsis inconspicua,
1284,SYNONYM,u,Torulopsis pintolopesii,
1574,SYNONYM,u,Torulopsis utilis,
2180,SYNONYM,u,Trichosporon cutaneum,
317,SYNONYM,u,Trichosporon loubieri,
1773,SYNONYM,u,Trichosporon mucoides,
488,SYNONYM,u,Trichosporon mycotoxinivorans,
220,SYNONYM,u,Trichosporon penicillatum,
1247,SYNONYM,u,Trichosporon pullulans,
1601,SYNONYM,u,Turicella,
901,SYNONYM,u,Turicella otitidis,
1578,SYNONYM,u,Ulocladium,
876,SYNONYM,u,Varicella-zoster virus,
1169,SYNONYM,u,Veillonella alcalescens,
5,SYNONYM,u,Vibrio carchariae,
1954,SYNONYM,u,Vibrio damsela,
1892,SYNONYM,u,Vibrio succinogenes,
1246,SYNONYM,u,Vibrio trachuri,
1157,SYNONYM,u,Wangiella,
348,SYNONYM,u,Wangiella dermatitidis,
230,SYNONYM,u,Wautersia gilardii,
2071,SYNONYM,u,Wautersia paucula,
2056,SYNONYM,u,Weeksella zoohelcum,
2087,SYNONYM,u,Wolinella curva,
276,SYNONYM,u,Wolinella recta,
360,SYNONYM,u,Xenorhabdus luminescens,
351,SYNONYM,u,Alcaligenes xylosoxidans xylosoxidans,
277,SYNONYM,u,Clostridium irregularis,
