id,property,needs_translation,default,translated
2777,CONCEPT,u,Coagulase-positive staphylococcus,
248,CONCEPT,u,Cokeromyces,
17,CONCEPT,u,Cokeromyces recurvatus,
897,CONCEPT,u,Collinsella,
1460,CONCEPT,u,Collinsella aerofaciens,
2164,CONCEPT,u,Collinsella intestinalis,
2140,CONCEPT,u,Collinsella stercoris,
3339,CONCEPT,u,Colorado tick fever coltivirus,
143,CONCEPT,u,Comamonas,
1235,CONCEPT,u,Comamonas aquatica,
1170,CONCEPT,u,Comamonas kerstersii,
1398,CONCEPT,u,Comamonas terrigena,
843,CONCEPT,u,Comamonas testosteroni,
200,CONCEPT,u,Conidiobolus,
2265,CONCEPT,u,Conidiobolus coronatus,
489,CONCEPT,u,Conidiobolus incongruus,
3352,CONCEPT,u,Coniochaeta,
3354,CONCEPT,u,Coniochaeta hoffmannii,
3368,CONCEPT,u,Coniochaeta mutabilis,
2206,CONCEPT,u,Coniothyrium,
882,CONCEPT,u,Coprococcus,
669,CONCEPT,u,Coprococcus eutactus,
3363,CONCEPT,u,Cordyceps javanica,
1968,CONCEPT,u,Corynebacterium,
1616,CONCEPT,u,Corynebacterium accolens,
593,CONCEPT,u,Corynebacterium afermentans,
1135,CONCEPT,u,Corynebacterium afermentans afermentans,
339,CONCEPT,u,Corynebacterium afermentans lipophilum,
129,CONCEPT,u,Corynebacterium ammoniagenes,
460,CONCEPT,u,Corynebacterium amycolatum,
2214,CONCEPT,u,Corynebacterium appendicis,
2915,CONCEPT,u,Corynebacterium aquatimens,
2417,CONCEPT,u,Corynebacterium aquilae,
2594,CONCEPT,u,Corynebacterium argentoratense,
2321,CONCEPT,u,Corynebacterium atypicum,
2438,CONCEPT,u,Corynebacterium aurimucosum,
2194,CONCEPT,u,Corynebacterium auris,
1153,CONCEPT,u,Corynebacterium auriscanis,
2916,CONCEPT,u,Corynebacterium belfantii,
1901,CONCEPT,u,Corynebacterium beticola,
2479,CONCEPT,u,Corynebacterium bovis,
936,CONCEPT,u,Corynebacterium callunae,
3101,CONCEPT,u,Corynebacterium camporealense,
2917,CONCEPT,u,Corynebacterium canis,
485,CONCEPT,u,Corynebacterium capitovis,
1844,CONCEPT,u,Corynebacterium casei,
1080,CONCEPT,u,Corynebacterium caspium,
2509,CONCEPT,u,Corynebacterium ciconiae,
452,CONCEPT,u,Corynebacterium confusum,
1813,CONCEPT,u,Corynebacterium coyleae,
1611,CONCEPT,u,Corynebacterium cystitidis,
2918,CONCEPT,u,Corynebacterium dentalis,
70,CONCEPT,u,Corynebacterium diphtheriae,
1867,CONCEPT,u,Corynebacterium durum,
506,CONCEPT,u,Corynebacterium efficiens,
2468,CONCEPT,u,Corynebacterium falsenii,
41,CONCEPT,u,Corynebacterium felinum,
1109,CONCEPT,u,Corynebacterium flavescens,
2919,CONCEPT,u,Corynebacterium fournieri,
2920,CONCEPT,u,Corynebacterium freiburgense,
163,CONCEPT,u,Corynebacterium freneyi,
2941,CONCEPT,u,Corynebacterium genitalium,
1756,CONCEPT,u,Corynebacterium glaucum,
1620,CONCEPT,u,Corynebacterium glucuronolyticum,
514,CONCEPT,u,Corynebacterium glutamicum,
2921,CONCEPT,u,Corynebacterium gottingense,
2475,CONCEPT,u,Corynebacterium halotolerans,
2922,CONCEPT,u,Corynebacterium hansenii,
1378,CONCEPT,u,Corynebacterium imitans,
1991,CONCEPT,u,Corynebacterium jeikeium,
373,CONCEPT,u,Corynebacterium kroppenstedtii,
1715,CONCEPT,u,Corynebacterium kutscheri,
1474,CONCEPT,u,Corynebacterium lipophiloflavum,
2923,CONCEPT,u,Corynebacterium lowii,
777,CONCEPT,u,Corynebacterium macginleyi,
2245,CONCEPT,u,Corynebacterium massiliense,
618,CONCEPT,u,Corynebacterium mastitidis,
2230,CONCEPT,u,Corynebacterium matruchotii,
2942,CONCEPT,u,Corynebacterium mediolanum,
970,CONCEPT,u,Corynebacterium minutissimum,
176,CONCEPT,u,Corynebacterium mucifaciens,
2360,CONCEPT,u,Corynebacterium mycetoides,
2924,CONCEPT,u,Corynebacterium oculi,
3036,CONCEPT,u,Corynebacterium otitidis,
1106,CONCEPT,u,Corynebacterium phocae,
2925,CONCEPT,u,Corynebacterium pilbarense,
898,CONCEPT,u,Corynebacterium pilosum,
927,CONCEPT,u,Corynebacterium propinquum,
2516,CONCEPT,u,Corynebacterium pseudodiphtheriticum,
2943,CONCEPT,u,Corynebacterium pseudogenitalium,
214,CONCEPT,u,Corynebacterium pseudotuberculosis,
1605,CONCEPT,u,Corynebacterium pyruviciproducens,
2096,CONCEPT,u,Corynebacterium renale,
150,CONCEPT,u,Corynebacterium resistens,
336,CONCEPT,u,Corynebacterium riegelii,
2926,CONCEPT,u,Corynebacterium rouxii,
2944,CONCEPT,u,Corynebacterium rubrum,
584,CONCEPT,u,Corynebacterium simulans,
1412,CONCEPT,u,Corynebacterium singulare,
2454,CONCEPT,u,Corynebacterium sphenisci,
311,CONCEPT,u,Corynebacterium spheniscorum,
2927,CONCEPT,u,Corynebacterium sputi,
2473,CONCEPT,u,Corynebacterium striatum,
1982,CONCEPT,u,Corynebacterium suicordis,
1695,CONCEPT,u,Corynebacterium sundsvallense,
1635,CONCEPT,u,Corynebacterium terpenotabidum,
532,CONCEPT,u,Corynebacterium testudinoris,
190,CONCEPT,u,Corynebacterium thomssenii,
2928,CONCEPT,u,Corynebacterium timonense,
1767,CONCEPT,u,Corynebacterium tuberculostearicum,
1227,CONCEPT,u,Corynebacterium tuscaniense,
2113,CONCEPT,u,Corynebacterium ulcerans,
2330,CONCEPT,u,Corynebacterium urealyticum,
1595,CONCEPT,u,Corynebacterium ureicelerivorans,
1821,CONCEPT,u,Corynebacterium variabile,
2372,CONCEPT,u,Corynebacterium vitaeruminis,
1686,CONCEPT,u,Corynebacterium xerosis,
3238,CONCEPT,u,Cosenzaea myxofaciens,
2346,CONCEPT,u,Coxiella,
917,CONCEPT,u,Coxiella burnetii,
3340,CONCEPT,u,Crimean-Congo hemorrhagic fever orthonairovirus,
347,CONCEPT,u,Cronobacter,
1575,CONCEPT,u,Cronobacter dublinensis,
1826,CONCEPT,u,Cronobacter malonaticus,
1501,CONCEPT,u,Cronobacter muytjensii,
1295,CONCEPT,u,Cronobacter sakazakii,
15,CONCEPT,u,Cronobacter turicensis,
2016,CONCEPT,u,Cryptobacterium,
1831,CONCEPT,u,Cryptobacterium curtum,
565,CONCEPT,u,Cunninghamella,
1678,CONCEPT,u,Cunninghamella bertholletiae,
1467,CONCEPT,u,Cupriavidus,
1699,CONCEPT,u,Cupriavidus basilensis,
1536,CONCEPT,u,Cupriavidus gilardii,
2359,CONCEPT,u,Cupriavidus metallidurans,
2555,CONCEPT,u,Cupriavidus necator,
1512,CONCEPT,u,Cupriavidus pauculus,
2546,CONCEPT,u,Cupriavidus respiraculi,
412,CONCEPT,u,Curtobacterium,
332,CONCEPT,u,Curtobacterium albidum,
899,CONCEPT,u,Curvularia,
3402,CONCEPT,u,Curvularia australiensis,
785,CONCEPT,u,Curvularia geniculata,
3385,CONCEPT,u,Curvularia hawaiiensis,
855,CONCEPT,u,Curvularia lunata,
3358,CONCEPT,u,Cutaneotrichosporon cutaneum,
3360,CONCEPT,u,Cutaneotrichosporon mucoides,
56,CONCEPT,u,Cutibacterium,
1331,CONCEPT,u,Cutibacterium acnes,
3283,CONCEPT,u,Cutibacterium avidum,
2996,CONCEPT,u,Cutibacterium granulosum,
1132,CONCEPT,u,Cyberlindnera fabianii,
3356,CONCEPT,u,Cyberlindnera jadinii,
3369,CONCEPT,u,Cystobasidium minutum,
3105,CONCEPT,u,Cytobacillus firmus,
2966,CONCEPT,u,Debaryomyces,
1232,CONCEPT,u,Debaryomyces hansenii,
1872,CONCEPT,u,Deinococcus,
1125,CONCEPT,u,Delftia,
2356,CONCEPT,u,Delftia acidovorans,
2656,CONCEPT,u,Deltainfluenzavirus influenzae,
1791,CONCEPT,u,Dengue virus,
993,CONCEPT,u,Dermabacter,
745,CONCEPT,u,Dermabacter hominis,
2552,CONCEPT,u,Dermacoccus,
545,CONCEPT,u,Dermacoccus nishinomiyaensis,
776,CONCEPT,u,Dermatophilus,
1215,CONCEPT,u,Dermatophilus congolensis,
2147,CONCEPT,u,Desulfovibrio,
1937,CONCEPT,u,Desulfovibrio desulfuricans,
1716,CONCEPT,u,Desulfovibrio piger,
570,CONCEPT,u,Desulfovibrio vulgaris,
1781,CONCEPT,u,Dialister,
1337,CONCEPT,u,Dialister micraerophilus,
2270,CONCEPT,u,Dialister pneumosintes,
1318,CONCEPT,u,Dichelobacter,
299,CONCEPT,u,Dichelobacter nodosus,
1532,CONCEPT,u,Dietzia,
3285,CONCEPT,u,Dietzia maris,
3405,CONCEPT,u,Dipodascus klebahnii,
3403,CONCEPT,u,Diutina catenulata,
3357,CONCEPT,u,Diutina rugosa,
2148,CONCEPT,u,Dolosicoccus,
1999,CONCEPT,u,Dolosicoccus paucivorans,
2577,CONCEPT,u,Dolosigranulum,
1071,CONCEPT,u,Dolosigranulum pigrum,
910,CONCEPT,u,Dorea,
1730,CONCEPT,u,Dorea formicigenerans,
614,CONCEPT,u,Dorea longicatena,
2538,CONCEPT,u,Dyella,
2469,CONCEPT,u,Dysgonomonas,
2553,CONCEPT,u,Dysgonomonas capnocytophagoides,
208,CONCEPT,u,Dysgonomonas gadei,
905,CONCEPT,u,Eastern equine encephalitis virus,
1684,CONCEPT,u,Ebolavirus,
2681,CONCEPT,u,Echovirus,
3214,CONCEPT,u,Ectobacillus funiculus,
1689,CONCEPT,u,Edwardsiella,
1350,CONCEPT,u,Edwardsiella hoshinae,
2309,CONCEPT,u,Edwardsiella ictaluri,
2260,CONCEPT,u,Edwardsiella tarda,
2708,CONCEPT,u,Eggerthella,
2709,CONCEPT,u,Eggerthella lenta,
2710,CONCEPT,u,Eggerthella sinensis,
1273,CONCEPT,u,Eggerthia,
1825,CONCEPT,u,Eggerthia catenaformis,
731,CONCEPT,u,Ehrlichia,
3156,CONCEPT,u,Ehrlichia sennetsu,
1089,CONCEPT,u,Eikenella,
2135,CONCEPT,u,Eikenella corrodens,
795,CONCEPT,u,Elizabethkingia,
690,CONCEPT,u,Elizabethkingia meningoseptica,
1116,CONCEPT,u,Emmonsia,
13,CONCEPT,u,Empedobacter,
1338,CONCEPT,u,Empedobacter brevis,
1849,CONCEPT,u,Enterobacter,
1431,CONCEPT,u,Enterobacter asburiae,
2713,CONCEPT,u,Enterobacter bugandensis,
1417,CONCEPT,u,Enterobacter cancerogenus,
1212,CONCEPT,u,Enterobacter cloacae,
2711,CONCEPT,u,Enterobacter cloacae complex,
1130,CONCEPT,u,Enterobacter cloacae dissolvens,
1495,CONCEPT,u,Enterobacter hormaechei,
2714,CONCEPT,u,Enterobacter huaxiensis,
1591,CONCEPT,u,Enterobacter kobei,
117,CONCEPT,u,Enterobacter ludwigii,
2715,CONCEPT,u,Enterobacter quasihormaechei,
2717,CONCEPT,u,Enterobacter wuhouensis,
3067,CONCEPT,u,Enterocloster bolteae,
2821,CONCEPT,u,Enterocloster citroniae,
3136,CONCEPT,u,Enterocloster clostridioformis,
2825,CONCEPT,u,Enterocloster lavalensis,
503,CONCEPT,u,Enterococcus,
196,CONCEPT,u,Enterococcus asini,
1720,CONCEPT,u,Enterococcus avium,
297,CONCEPT,u,Enterococcus canis,
2001,CONCEPT,u,Enterococcus casseliflavus,
369,CONCEPT,u,Enterococcus cecorum,
522,CONCEPT,u,Enterococcus dispar,
1236,CONCEPT,u,Enterococcus durans,
2345,CONCEPT,u,Enterococcus faecalis,
1865,CONCEPT,u,Enterococcus faecium,
1908,CONCEPT,u,Enterococcus gallinarum,
2213,CONCEPT,u,Enterococcus gilvus,
626,CONCEPT,u,Enterococcus haemoperoxidus,
2057,CONCEPT,u,Enterococcus hermanniensis,
1339,CONCEPT,u,Enterococcus hirae,
1505,CONCEPT,u,Enterococcus italicus,
871,CONCEPT,u,Enterococcus malodoratus,
1108,CONCEPT,u,Enterococcus moraviensis,
1780,CONCEPT,u,Enterococcus mundtii,
77,CONCEPT,u,Enterococcus pallens,
243,CONCEPT,u,Enterococcus phoeniculicola,
1320,CONCEPT,u,Enterococcus pseudoavium,
850,CONCEPT,u,Enterococcus raffinosus,
865,CONCEPT,u,Enterococcus ratti,
303,CONCEPT,u,Enterococcus saccharolyticus,
908,CONCEPT,u,Enterococcus sulfureus,
1205,CONCEPT,u,Enterococcus villorum,
1582,CONCEPT,u,Enterocytozoon,
502,CONCEPT,u,Enterovirus,
2622,CONCEPT,u,Enterovirus B,
2636,CONCEPT,u,Enterovirus C,
1185,CONCEPT,u,Epicoccum,
1286,CONCEPT,u,Erwinia,
3086,CONCEPT,u,Erwinia ananatis,
1063,CONCEPT,u,Erwinia persicina,
1740,CONCEPT,u,Erysipelothrix,
567,CONCEPT,u,Erysipelothrix inopinata,
438,CONCEPT,u,Erysipelothrix rhusiopathiae,
600,CONCEPT,u,Erysipelothrix tonsillarum,
497,CONCEPT,u,Escherichia,
1172,CONCEPT,u,Escherichia albertii,
1807,CONCEPT,u,Escherichia coli,
1873,CONCEPT,u,Escherichia fergusonii,
12,CONCEPT,u,Escherichia hermannii,
490,CONCEPT,u,Eubacterium,
1589,CONCEPT,u,Eubacterium barkeri,
2439,CONCEPT,u,Eubacterium brachy,
1419,CONCEPT,u,Eubacterium callanderi,
596,CONCEPT,u,Eubacterium infirmum,
765,CONCEPT,u,Eubacterium limosum,
939,CONCEPT,u,Eubacterium minutum,
2268,CONCEPT,u,Eubacterium nodatum,
588,CONCEPT,u,Eubacterium ramulus,
597,CONCEPT,u,Eubacterium saphenum,
359,CONCEPT,u,Eubacterium siraeum,
1275,CONCEPT,u,Eubacterium sulci,
53,CONCEPT,u,Eubacterium tenue,
576,CONCEPT,u,Eubacterium ventriosum,
1358,CONCEPT,u,Eubacterium yurii,
3300,CONCEPT,u,Evansella clarkii,
3314,CONCEPT,u,Evansella vedderi,
1248,CONCEPT,u,Ewingella,
1443,CONCEPT,u,Ewingella americana,
1151,CONCEPT,u,Exiguobacterium,
753,CONCEPT,u,Exiguobacterium acetylicum,
2251,CONCEPT,u,Exophiala,
562,CONCEPT,u,Exophiala bergeri,
212,CONCEPT,u,Exophiala dermatitidis,
3374,CONCEPT,u,Exophiala exophialae,
2161,CONCEPT,u,Exophiala jeanselmei,
2424,CONCEPT,u,Exophiala spinifera,
544,CONCEPT,u,Exserohilum,
1770,CONCEPT,u,Exserohilum rostratum,
3311,CONCEPT,u,Ezakiella coagulans,
1509,CONCEPT,u,Facklamia,
821,CONCEPT,u,Facklamia hominis,
2077,CONCEPT,u,Facklamia ignava,
335,CONCEPT,u,Facklamia languida,
895,CONCEPT,u,Facklamia sourekii,
1481,CONCEPT,u,Facklamia tabacinasalis,
1046,CONCEPT,u,Faecalibacterium,
1570,CONCEPT,u,Faecalibacterium prausnitzii,
3028,CONCEPT,u,Faecalicatena contorta,
3168,CONCEPT,u,Faecalicatena orotica,
3049,CONCEPT,u,Faecalitalea cylindroides,
3245,CONCEPT,u,Falsarthrobacter nasiphocae,
2936,CONCEPT,u,Falsibacillus pallidus,
3233,CONCEPT,u,Fannyhessea vaginae,
3215,CONCEPT,u,Ferdinandcohnia humi,
3304,CONCEPT,u,Fictibacillus barbaricus,
3195,CONCEPT,u,Fictibacillus gelatini,
132,CONCEPT,u,Filifactor,
922,CONCEPT,u,Filifactor alocis,
371,CONCEPT,u,Filifactor villosus,
2416,CONCEPT,u,Finegoldia,
103,CONCEPT,u,Finegoldia magna,
1194,CONCEPT,u,Flavivirus,
2299,CONCEPT,u,Flavobacterium,
1688,CONCEPT,u,Flavobacterium devorans,
1763,CONCEPT,u,Flavonifractor,
257,CONCEPT,u,Flavonifractor plautii,
1297,CONCEPT,u,Fonsecaea,
1207,CONCEPT,u,Fonsecaea pedrosoi,
1761,CONCEPT,u,Francisella,
467,CONCEPT,u,Francisella tularensis,
846,CONCEPT,u,Fusarium,
931,CONCEPT,u,Fusarium chlamydosporum,
2696,CONCEPT,u,Fusarium culmorum,
308,CONCEPT,u,Fusarium graminearum,
2960,CONCEPT,u,Fusarium incarnatum,
1045,CONCEPT,u,Fusarium javanicum,
301,CONCEPT,u,Fusarium oxysporum,
1631,CONCEPT,u,Fusarium poae,
694,CONCEPT,u,Fusarium tricinctum,
205,CONCEPT,u,Fusarium verticillioides,
1359,CONCEPT,u,Fusobacterium,
941,CONCEPT,u,Fusobacterium canifelinum,
662,CONCEPT,u,Fusobacterium equinum,
1534,CONCEPT,u,Fusobacterium gonidiaformans,
907,CONCEPT,u,Fusobacterium mortiferum,
1959,CONCEPT,u,Fusobacterium naviforme,
504,CONCEPT,u,Fusobacterium necrogenes,
1165,CONCEPT,u,Fusobacterium necrophorum,
2945,CONCEPT,u,Fusobacterium necrophorum fundiliforme,
1404,CONCEPT,u,Fusobacterium necrophorum necrophorum,
4,CONCEPT,u,Fusobacterium nucleatum,
1988,CONCEPT,u,Fusobacterium nucleatum nucleatum,
699,CONCEPT,u,Fusobacterium nucleatum polymorphum,
591,CONCEPT,u,Fusobacterium periodonticum,
3248,CONCEPT,u,Fusobacterium plautii,
2036,CONCEPT,u,Fusobacterium russii,
1851,CONCEPT,u,Fusobacterium ulcerans,
125,CONCEPT,u,Fusobacterium varium,
2989,CONCEPT,u,Fusobacterium vincentii,
992,CONCEPT,u,Gallicola,
1435,CONCEPT,u,Gallicola barnesae,
2797,CONCEPT,u,Gamma-hemolytic streptococci,
2658,CONCEPT,u,Gammainfluenzavirus influenzae,
1181,CONCEPT,u,Gardnerella,
1226,CONCEPT,u,Gardnerella vaginalis,
2003,CONCEPT,u,Gemella,
3276,CONCEPT,u,Gemella bergeri,
1209,CONCEPT,u,Gemella haemolysans,
1392,CONCEPT,u,Gemella morbillorum,
1415,CONCEPT,u,Gemella sanguinis,
1710,CONCEPT,u,Geobacillus,
3033,CONCEPT,u,Geobacillus kaustophilus,
583,CONCEPT,u,Geobacillus stearothermophilus,
3023,CONCEPT,u,Geobacillus thermocatenulatus,
929,CONCEPT,u,Geobacillus thermodenitrificans,
2111,CONCEPT,u,Geotrichum,
398,CONCEPT,u,Geotrichum candidum,
3189,CONCEPT,u,Gleimia europaea,
1820,CONCEPT,u,Glenosporella,
102,CONCEPT,u,Gliocladium,
2572,CONCEPT,u,Globicatella,
80,CONCEPT,u,Globicatella sanguinis,
60,CONCEPT,u,Globicatella sulfidifaciens,
3203,CONCEPT,u,Glutamicibacter arilaitensis,
3068,CONCEPT,u,Glutamicibacter bergerei,
3169,CONCEPT,u,Glutamicibacter creatinolyticus,
3151,CONCEPT,u,Glutamicibacter nicotianae,
3114,CONCEPT,u,Glutamicibacter protophormiae,
3255,CONCEPT,u,Glutamicibacter uratoxydans,
608,CONCEPT,u,Gordonia,
2527,CONCEPT,u,Gordonia bronchialis,
2367,CONCEPT,u,Gordonia otitidis,
727,CONCEPT,u,Gordonia polyisoprenivorans,
2539,CONCEPT,u,Gordonia rubripertincta,
2146,CONCEPT,u,Gordonia sputi,
2465,CONCEPT,u,Gordonia terrae,
3074,CONCEPT,u,Gottfriedia luciferensis,
3185,CONCEPT,u,Gracilibacillus dipsosauri,
487,CONCEPT,u,Granulicatella,
201,CONCEPT,u,Granulicatella adiacens,
99,CONCEPT,u,Granulicatella elegans,
203,CONCEPT,u,Graphium,
2452,CONCEPT,u,Grimontia,
1270,CONCEPT,u,Grimontia hollisae,
1304,CONCEPT,u,Haemophilus,
2181,CONCEPT,u,Haemophilus aegyptius,
2248,CONCEPT,u,Haemophilus ducreyi,
2467,CONCEPT,u,Haemophilus haemolyticus,
1704,CONCEPT,u,Haemophilus influenzae,
2849,CONCEPT,u,Haemophilus massiliensi,
658,CONCEPT,u,Haemophilus parahaemolyticus,
2340,CONCEPT,u,Haemophilus parainfluenzae,
2850,CONCEPT,u,Haemophilus paraphrohaemolyticus,
1788,CONCEPT,u,Haemophilus pittmaniae,
2851,CONCEPT,u,Haemophilus sputorum,
779,CONCEPT,u,Hafnia,
23,CONCEPT,u,Hafnia alvei,
2719,CONCEPT,u,Hafnia paralvei,
3262,CONCEPT,u,Halalkalibacter krulwichiae,
3077,CONCEPT,u,Halalkalibacterium halodurans,
432,CONCEPT,u,Halomonas,
405,CONCEPT,u,Halomonas venusta,
3175,CONCEPT,u,Halopseudomonas pertucinogena,
2961,CONCEPT,u,Hanseniaspora,
3263,CONCEPT,u,Hathewaya histolytica,
3021,CONCEPT,u,Hathewaya limosa,
161,CONCEPT,u,Helcococcus,
511,CONCEPT,u,Helcococcus kunzii,
256,CONCEPT,u,Helcococcus sueciensis,
2026,CONCEPT,u,Helicobacter,
10,CONCEPT,u,Helicobacter acinonychis,
477,CONCEPT,u,Helicobacter aurati,
353,CONCEPT,u,Helicobacter bilis,
2946,CONCEPT,u,Helicobacter bizzozeroni,
484,CONCEPT,u,Helicobacter canadensis,
2503,CONCEPT,u,Helicobacter canis,
653,CONCEPT,u,Helicobacter cholecystus,
2082,CONCEPT,u,Helicobacter cinaedi,
2044,CONCEPT,u,Helicobacter felis,
118,CONCEPT,u,Helicobacter fennelliae,
1301,CONCEPT,u,Helicobacter ganmani,
2446,CONCEPT,u,Helicobacter hepaticus,
1657,CONCEPT,u,Helicobacter mesocricetorum,
788,CONCEPT,u,Helicobacter muridarum,
1261,CONCEPT,u,Helicobacter mustelae,
914,CONCEPT,u,Helicobacter pametensis,
54,CONCEPT,u,Helicobacter pullorum,
258,CONCEPT,u,Helicobacter pylori,
2947,CONCEPT,u,Helicobacter rappini,
1754,CONCEPT,u,Helicobacter rodentium,
1843,CONCEPT,u,Helicobacter salomonis,
880,CONCEPT,u,Helicobacter trogontum,
1655,CONCEPT,u,Helicobacter typhlonius,
2049,CONCEPT,u,Helminthosporium,
2640,CONCEPT,u,Hepacivirus C,
1903,CONCEPT,u,Hepatitis B virus,
2628,CONCEPT,u,Hepatitis D virus,
3338,CONCEPT,u,Hepatovirus A,
69,CONCEPT,u,Herbaspirillum,
473,CONCEPT,u,Herpesviridae,
3010,CONCEPT,u,Heyndrickxia oleronia,
3106,CONCEPT,u,Heyndrickxia sporothermodurans,
3293,CONCEPT,u,Holdemanella biformis,
469,CONCEPT,u,Holdemania,
1646,CONCEPT,u,Holdemania filiformis,
300,CONCEPT,u,Hormodendrum,
1624,CONCEPT,u,Hortaea werneckii,
2692,CONCEPT,u,Human adenovirus,
2616,CONCEPT,u,Human alphaherpesvirus 1,
2618,CONCEPT,u,Human alphaherpesvirus 2,
2620,CONCEPT,u,Human alphaherpesvirus 3,
2604,CONCEPT,u,Human betaherpesvirus 5,
2670,CONCEPT,u,Human betaherpesvirus 6A,
2672,CONCEPT,u,Human betaherpesvirus 6B,
2626,CONCEPT,u,Human bocavirus,
2609,CONCEPT,u,Human coronavirus,
2623,CONCEPT,u,Human coxsackievirus,
2624,CONCEPT,u,Human coxsackievirus A,
2625,CONCEPT,u,Human coxsackievirus B,
3344,CONCEPT,u,Human gammaherpesvirus 4,
2629,CONCEPT,u,Human gammaherpesvirus 8,
2621,CONCEPT,u,Human herpes simplex virus,
2674,CONCEPT,u,Human herpesvirus 6,
2634,CONCEPT,u,Human immunodeficiency virus,
2632,CONCEPT,u,Human immunodeficiency virus 1,
2633,CONCEPT,u,Human immunodeficiency virus 2,
2462,CONCEPT,u,Human metapneumovirus,
2603,CONCEPT,u,Human orthopneumovirus,
2663,CONCEPT,u,Human orthorubulavirus 2,
2667,CONCEPT,u,Human orthorubulavirus 4,
2611,CONCEPT,u,Human papillomavirus,
2660,CONCEPT,u,Human parainfluenza virus,
2661,CONCEPT,u,Human respirovirus 1,
2665,CONCEPT,u,Human respirovirus 3,
2610,CONCEPT,u,Human rhinovirus,
3306,CONCEPT,u,Hungatella hathewayi,
1363,CONCEPT,u,Ignavigranum,
1103,CONCEPT,u,Ignavigranum ruoffiae,
2659,CONCEPT,u,Influenza virus,
1553,CONCEPT,u,Inquilinus,
1107,CONCEPT,u,Inquilinus limosus,
3045,CONCEPT,u,Intestinibacter bartlettii,
1839,CONCEPT,u,Janibacter,
1367,CONCEPT,u,Janibacter hoylei,
3137,CONCEPT,u,Jeotgalibacillus marinus,
2591,CONCEPT,u,Jonesia,
1559,CONCEPT,u,Jonesia denitrificans,
3001,CONCEPT,u,Kandleria vitulina,
2217,CONCEPT,u,Kerstersia,
2383,CONCEPT,u,Kerstersia gyiorum,
769,CONCEPT,u,Kingella,
1713,CONCEPT,u,Kingella denitrificans,
655,CONCEPT,u,Kingella kingae,
174,CONCEPT,u,Kingella oralis,
195,CONCEPT,u,Kingella potus,
1223,CONCEPT,u,Klebsiella,
333,CONCEPT,u,Klebsiella aerogenes,
1760,CONCEPT,u,Klebsiella granulomatis,
2720,CONCEPT,u,Klebsiella grimontii,
1451,CONCEPT,u,Klebsiella oxytoca,
2721,CONCEPT,u,Klebsiella pasteurii,
390,CONCEPT,u,Klebsiella pneumoniae,
733,CONCEPT,u,Klebsiella pneumoniae ozaenae,
1281,CONCEPT,u,Klebsiella pneumoniae pneumoniae,
1705,CONCEPT,u,Klebsiella pneumoniae rhinoscleromatis,
2722,CONCEPT,u,Klebsiella quasipneumoniae,
2724,CONCEPT,u,Klebsiella quasipneumoniae quasipneumoniae,
2723,CONCEPT,u,Klebsiella quasipneumoniae similipneumoniae,
2264,CONCEPT,u,Klebsiella variicola,
9,CONCEPT,u,Kluyvera,
1530,CONCEPT,u,Kluyvera ascorbata,
170,CONCEPT,u,Kluyvera cryocrescens,
409,CONCEPT,u,Kluyvera georgiana,
296,CONCEPT,u,Kluyvera intermedia,
1709,CONCEPT,u,Kluyveromyces,
2005,CONCEPT,u,Kocuria,
2561,CONCEPT,u,Kocuria rosea,
442,CONCEPT,u,Kocuria varians,
1009,CONCEPT,u,Kodamaea,
1722,CONCEPT,u,Kodamaea ohmeri,
758,CONCEPT,u,Kosakonia,
2352,CONCEPT,u,Kosakonia cowanii,
2423,CONCEPT,u,Kroppenstedtia,
2574,CONCEPT,u,Kroppenstedtia eburnea,
1090,CONCEPT,u,Kurthia,
3082,CONCEPT,u,Kyrpidia tusciae,
2035,CONCEPT,u,Kytococcus,
28,CONCEPT,u,Kytococcus sedentarius,
1075,CONCEPT,u,Lachancea,
572,CONCEPT,u,Lachancea fermentati,
1567,CONCEPT,u,Lachnoanaerobaculum,
2,CONCEPT,u,Lachnoanaerobaculum orale,
3328,CONCEPT,u,Lachnoanaerobaculum saburreum,
3148,CONCEPT,u,Lachnospira eligens,
3205,CONCEPT,u,Lacrimispora celerecrescens,
3310,CONCEPT,u,Lacrimispora indolis,
3249,CONCEPT,u,Lacrimispora sphenoides,
3027,CONCEPT,u,Lacticaseibacillus casei,
2994,CONCEPT,u,Lacticaseibacillus paracasei,
3277,CONCEPT,u,Lacticaseibacillus rhamnosus,
3157,CONCEPT,u,Lactiplantibacillus plantarum,
314,CONCEPT,u,Lactobacillus,
286,CONCEPT,u,Lactobacillus acidophilus,
559,CONCEPT,u,Lactobacillus amylovorus,
367,CONCEPT,u,Lactobacillus crispatus,
2426,CONCEPT,u,Lactobacillus delbrueckii,
816,CONCEPT,u,Lactobacillus gasseri,
259,CONCEPT,u,Lactobacillus iners,
1679,CONCEPT,u,Lactobacillus jensenii,
1110,CONCEPT,u,Lactobacillus johnsonii,
1043,CONCEPT,u,Lactobacillus kalixensis,
2156,CONCEPT,u,Lactobacillus ultunensis,
1245,CONCEPT,u,Lactococcus,
374,CONCEPT,u,Lactococcus garvieae,
1887,CONCEPT,u,Lactococcus lactis,
3011,CONCEPT,u,Lancefieldella parvula,
3154,CONCEPT,u,Lancefieldella rimae,
159,CONCEPT,u,Lasiodiplodia,
842,CONCEPT,u,Lasiodiplodia theobromae,
